#{"env_id": null, "t_start": 1550434953.4949448}
r,l,t
-1.0,100,1010.473501
-1.0,100,1010.875417
-1.0,100,1012.229928
-1.0,100,1013.72
-1.0,100,1015.027241
-1.0,100,1015.434529
1.0,46,1016.566364
1.0,90,1017.988563
-1.0,100,1018.421409
-1.0,100,1019.770869
-1.0,100,1021.123038
-1.0,100,1022.540194
-1.0,100,1022.899611
-1.0,100,1024.253547
-1.0,100,1025.594166
-1.0,100,1027.068326
-1.0,100,1028.47672
1.0,25,1028.573836
-1.0,100,1029.94581
-1.0,100,1030.345313
-1.0,100,1031.743078
-1.0,100,1033.195804
-1.0,100,1034.514435
-1.0,100,1034.913053
-1.0,100,1036.313064
-1.0,100,1037.761241
-1.0,100,1039.066296
1.0,10,1039.114684
-1.0,100,1040.448775
-1.0,100,1040.855078
-1.0,100,1042.232726
1.0,38,1042.402653
-1.0,100,1043.849292
-1.0,100,1045.312142
-1.0,100,1046.718448
-1.0,100,1048.089239
-1.0,100,1048.525053
-1.0,100,1049.870004
-1.0,100,1051.267751
-1.0,100,1052.66564
-1.0,100,1054.023654
1.0,45,1054.217564
-1.0,100,1055.533547
-1.0,100,1055.931293
-1.0,100,1057.293955
-1.0,100,1058.770991
-1.0,100,1060.122302
-1.0,100,1061.525367
-1.0,100,1061.917602
-1.0,100,1063.396255
-1.0,100,1064.715801
-1.0,100,1066.097648
-1.0,100,1066.504724
1.0,55,1067.624946
-1.0,100,1069.09201
-1.0,100,1069.483606
-1.0,100,1070.882133
-1.0,100,1072.156969
-1.0,100,1073.604129
-1.0,100,1074.932784
-1.0,100,1075.334189
-1.0,100,1076.883794
-1.0,100,1078.296511
1.0,23,1078.388588
-1.0,100,1079.807976
1.0,15,1079.859247
-1.0,100,1081.268676
-1.0,100,1082.735033
-1.0,100,1083.14571
-1.0,100,1084.528552
-1.0,100,1085.974041
-1.0,100,1087.323712
-1.0,100,1087.72892
-1.0,100,1089.253588
-1.0,100,1090.707982
-1.0,100,1092.129308
-1.0,100,1093.559431
-1.0,100,1093.961268
-1.0,100,1095.268061
-1.0,100,1096.707538
1.0,46,1096.887599
-1.0,100,1098.362012
-1.0,100,1099.8787
1.0,52,1100.098169
-1.0,100,1101.42316
-1.0,100,1102.726073
-1.0,100,1104.113446
-1.0,100,1104.524778
-1.0,100,1105.948561
-1.0,100,1107.442614
-1.0,100,1108.87908
-1.0,100,1110.387518
-1.0,100,1110.785901
-1.0,100,1112.203105
-1.0,100,1113.565636
-1.0,100,1114.989246
-1.0,100,1115.396378
-1.0,100,1116.829355
-1.0,100,1118.226012
1.0,38,1118.366076
-1.0,100,1119.831277
-1.0,100,1121.156135
-1.0,100,1122.615315
-1.0,100,1122.996816
1.0,17,1124.196287
-1.0,100,1124.587345
-1.0,100,1125.964
-1.0,100,1127.254899
-1.0,100,1128.621939
-1.0,100,1129.03431
-1.0,100,1130.323876
-1.0,100,1131.841798
-1.0,100,1133.24086
1.0,83,1133.568198
-1.0,100,1135.074187
-1.0,100,1136.419372
-1.0,100,1137.72432
-1.0,100,1139.266517
1.0,43,1139.436614
-1.0,100,1140.826685
1.0,70,1141.102111
-1.0,100,1142.715245
-1.0,100,1144.049631
-1.0,100,1145.483162
-1.0,100,1145.912356
-1.0,100,1147.367085
-1.0,100,1148.678176
-1.0,100,1150.086009
-1.0,100,1150.504144
-1.0,100,1151.917604
1.0,98,1153.266551
-1.0,100,1154.697463
-1.0,100,1156.128852
-1.0,100,1156.540945
-1.0,100,1158.020266
-1.0,100,1159.512402
-1.0,100,1160.934647
-1.0,100,1161.368582
-1.0,100,1162.809932
-1.0,100,1164.297028
-1.0,100,1165.636852
-1.0,100,1166.993484
-1.0,100,1167.390639
-1.0,100,1168.811178
-1.0,100,1170.368203
1.0,42,1170.540497
-1.0,100,1172.021464
-1.0,100,1173.519764
1.0,25,1173.6248
1.0,61,1174.890369
-1.0,100,1175.270479
-1.0,100,1176.645361
1.0,49,1176.842583
1.0,95,1178.197347
-1.0,100,1179.609789
-1.0,100,1181.051033
-1.0,100,1182.472864
