#{"t_start": 1550439623.9956381, "env_id": null}
r,l,t
-1.0,100,961.644323
-1.0,100,963.005818
-1.0,100,964.469223
-1.0,100,965.907511
1.0,47,966.099342
1.0,88,967.388468
-1.0,100,967.762975
1.0,88,969.124156
-1.0,100,970.591557
-1.0,100,971.957499
-1.0,100,972.356534
1.0,42,973.601109
-1.0,100,975.119411
1.0,21,975.206815
-1.0,100,976.623738
-1.0,100,977.02225
1.0,49,978.17751
1.0,50,978.359002
-1.0,100,979.800615
-1.0,100,981.182834
-1.0,100,981.556679
-1.0,100,983.062259
-1.0,100,984.35679
1.0,79,985.724852
-1.0,100,986.128158
1.0,15,986.191973
1.0,66,987.494703
1.0,9,987.53992
-1.0,100,989.032261
-1.0,100,990.524364
-1.0,100,990.918883
-1.0,100,992.317995
1.0,11,992.366038
-1.0,100,993.871854
-1.0,100,995.292137
-1.0,100,996.64412
-1.0,100,997.040331
-1.0,100,998.485882
1.0,5,998.511742
-1.0,100,999.896298
-1.0,100,1001.406405
-1.0,100,1002.823692
1.0,10,1002.876937
-1.0,100,1003.237991
-1.0,100,1004.629444
-1.0,100,1005.939059
-1.0,100,1007.263509
-1.0,100,1008.784102
-1.0,100,1009.17684
-1.0,100,1010.574414
-1.0,100,1012.036024
-1.0,100,1013.410817
-1.0,100,1013.803189
-1.0,100,1015.272128
-1.0,100,1016.716921
-1.0,100,1018.06262
1.0,55,1018.310389
-1.0,100,1019.760463
-1.0,100,1021.136043
-1.0,100,1022.663029
-1.0,100,1023.093092
-1.0,100,1024.576932
-1.0,100,1025.8802
1.0,98,1027.361179
-1.0,100,1027.755476
-1.0,100,1029.202507
-1.0,100,1030.590089
-1.0,100,1032.058885
-1.0,100,1033.390633
1.0,28,1033.504613
-1.0,100,1034.884036
-1.0,100,1035.271895
-1.0,100,1036.766601
-1.0,100,1038.14209
1.0,63,1038.396344
-1.0,100,1039.829674
1.0,64,1041.030876
1.0,84,1041.356929
-1.0,100,1042.80992
-1.0,100,1044.273903
1.0,20,1044.34699
-1.0,100,1045.853594
-1.0,100,1047.328229
-1.0,100,1047.757193
-1.0,100,1049.135879
-1.0,100,1050.568519
1.0,81,1052.030627
-1.0,100,1052.435163
-1.0,100,1053.877198
-1.0,100,1055.251962
1.0,16,1055.322053
-1.0,100,1056.696278
-1.0,100,1058.127345
-1.0,100,1058.516064
1.0,32,1059.617083
-1.0,100,1060.006692
-1.0,100,1061.386559
-1.0,100,1062.827761
-1.0,100,1064.200916
1.0,74,1064.528155
1.0,58,1065.710757
1.0,51,1065.927111
-1.0,100,1067.255865
-1.0,100,1068.712781
-1.0,100,1070.131047
-1.0,100,1070.545973
-1.0,100,1071.918821
-1.0,100,1073.311768
-1.0,100,1074.741034
-1.0,100,1075.122459
-1.0,100,1076.545537
1.0,23,1076.635301
-1.0,100,1078.017132
-1.0,100,1079.476763
-1.0,100,1080.857305
-1.0,100,1082.252856
-1.0,100,1082.643906
-1.0,100,1084.029535
-1.0,100,1085.356996
-1.0,100,1086.775447
-1.0,100,1087.148183
1.0,82,1088.456747
1.0,24,1088.54839
-1.0,100,1090.067222
-1.0,100,1091.389718
-1.0,100,1092.837647
-1.0,100,1093.271167
-1.0,100,1094.731872
-1.0,100,1096.12672
-1.0,100,1097.579548
-1.0,100,1099.131919
1.0,14,1099.190527
-1.0,100,1099.600383
-1.0,100,1101.090074
1.0,86,1102.527109
